0,mark,prod,date
2150,115.22364,KaggleRama,Kaggle Advanced Techniques,2020-11-16
2151,115.548874,KaggleRama,Kaggle Advanced Techniques,2020-11-17
2152,115.88275,KaggleRama,Kaggle Advanced Techniques,2020-11-18
2153,116.224785,KaggleRama,Kaggle Advanced Techniques,2020-11-19
2154,116.57821,KaggleRama,Kaggle Advanced Techniques,2020-11-20
2155,116.94164,KaggleRama,Kaggle Advanced Techniques,2020-11-21
2156,117.31247,KaggleRama,Kaggle Advanced Techniques,2020-11-22
2157,117.68985,KaggleRama,Kaggle Advanced Techniques,2020-11-23
2158,118.07283,KaggleRama,Kaggle Advanced Techniques,2020-11-24
2159,118.460686,KaggleRama,Kaggle Advanced Techniques,2020-11-25
2160,118.85263,KaggleRama,Kaggle Advanced Techniques,2020-11-26
2161,119.248116,KaggleRama,Kaggle Advanced Techniques,2020-11-27
2162,119.647156,KaggleRama,Kaggle Advanced Techniques,2020-11-28
2163,120.04902,KaggleRama,Kaggle Advanced Techniques,2020-11-29
2164,120.45121,KaggleRama,Kaggle Advanced Techniques,2020-11-30
2165,120.85557,KaggleRama,Kaggle Advanced Techniques,2020-12-01
2166,121.453064,KaggleRama,Kaggle Advanced Techniques,2020-12-02
2167,121.96045,KaggleRama,Kaggle Advanced Techniques,2020-12-03
2168,122.4663,KaggleRama,Kaggle Advanced Techniques,2020-12-04
2169,122.97838,KaggleRama,Kaggle Advanced Techniques,2020-12-05
2170,123.50011,KaggleRama,Kaggle Advanced Techniques,2020-12-06
2171,124.0333,KaggleRama,Kaggle Advanced Techniques,2020-12-07
2172,124.57891,KaggleRama,Kaggle Advanced Techniques,2020-12-08
2173,125.1371,KaggleRama,Kaggle Advanced Techniques,2020-12-09
2174,125.70836,KaggleRama,Kaggle Advanced Techniques,2020-12-10
2175,126.29286,KaggleRama,Kaggle Advanced Techniques,2020-12-11
2176,126.89009,KaggleRama,Kaggle Advanced Techniques,2020-12-12
2177,127.4996,KaggleRama,Kaggle Advanced Techniques,2020-12-13
2178,128.12152,KaggleRama,Kaggle Advanced Techniques,2020-12-14
2179,128.74164,KaggleRama,Kaggle Advanced Techniques,2020-12-15
2180,129.34468,KaggleRama,Kaggle Advanced Techniques,2020-12-16
2181,129.9321,KaggleRama,Kaggle Advanced Techniques,2020-12-17
2182,130.5063,KaggleRama,Kaggle Advanced Techniques,2020-12-18
2183,131.06873,KaggleRama,Kaggle Advanced Techniques,2020-12-19
2184,131.62024,KaggleRama,Kaggle Advanced Techniques,2020-12-20
2185,132.16234,KaggleRama,Kaggle Advanced Techniques,2020-12-21
2186,132.69757,KaggleRama,Kaggle Advanced Techniques,2020-12-22
2187,133.22691,KaggleRama,Kaggle Advanced Techniques,2020-12-23
2188,133.749,KaggleRama,Kaggle Advanced Techniques,2020-12-24
2189,134.26364,KaggleRama,Kaggle Advanced Techniques,2020-12-25
2190,134.7708,KaggleRama,Kaggle Advanced Techniques,2020-12-26
2191,135.2707,KaggleRama,Kaggle Advanced Techniques,2020-12-27
2192,135.76369,KaggleRama,Kaggle Advanced Techniques,2020-12-28
2193,136.2489,KaggleRama,Kaggle Advanced Techniques,2020-12-29
2194,136.72678,KaggleRama,Kaggle Advanced Techniques,2020-12-30
2195,137.1954,KaggleRama,Kaggle Advanced Techniques,2020-12-31
2196,112.220345,KaggleRama,Kaggle Getting Started,2020-01-01
2197,112.14799,KaggleRama,Kaggle Getting Started,2020-01-02
2198,111.69501,KaggleRama,Kaggle Getting Started,2020-01-03
2199,111.35178,KaggleRama,Kaggle Getting Started,2020-01-04
2200,111.093575,KaggleRama,Kaggle Getting Started,2020-01-05
2201,110.88329,KaggleRama,Kaggle Getting Started,2020-01-06
2202,110.69808,KaggleRama,Kaggle Getting Started,2020-01-07
2203,110.522316,KaggleRama,Kaggle Getting Started,2020-01-08
2204,110.34671,KaggleRama,Kaggle Getting Started,2020-01-09
2205,110.168015,KaggleRama,Kaggle Getting Started,2020-01-10
2206,109.97991,KaggleRama,Kaggle Getting Started,2020-01-11
2207,109.78007,KaggleRama,Kaggle Getting Started,2020-01-12
2208,109.56528,KaggleRama,Kaggle Getting Started,2020-01-13
2209,109.33852,KaggleRama,Kaggle Getting Started,2020-01-14
2210,109.10399,KaggleRama,Kaggle Getting Started,2020-01-15
2211,108.86442,KaggleRama,Kaggle Getting Started,2020-01-16
2212,108.623405,KaggleRama,Kaggle Getting Started,2020-01-17
2213,108.38052,KaggleRama,Kaggle Getting Started,2020-01-18
2214,108.13876,KaggleRama,Kaggle Getting Started,2020-01-19
2215,107.89656,KaggleRama,Kaggle Getting Started,2020-01-20
2216,107.654396,KaggleRama,Kaggle Getting Started,2020-01-21
2217,107.41177,KaggleRama,Kaggle Getting Started,2020-01-22
2218,107.167175,KaggleRama,Kaggle Getting Started,2020-01-23
2219,106.92071,KaggleRama,Kaggle Getting Started,2020-01-24
2220,106.67133,KaggleRama,Kaggle Getting Started,2020-01-25
2221,106.4189,KaggleRama,Kaggle Getting Started,2020-01-26
2222,106.16383,KaggleRama,Kaggle Getting Started,2020-01-27
2223,105.90707,KaggleRama,Kaggle Getting Started,2020-01-28
2224,105.6479,KaggleRama,Kaggle Getting Started,2020-01-29
2225,105.38267,KaggleRama,Kaggle Getting Started,2020-01-30
2226,105.11221,KaggleRama,Kaggle Getting Started,2020-01-31
2227,104.8367,KaggleRama,Kaggle Getting Started,2020-02-01
2228,104.76366,KaggleRama,Kaggle Getting Started,2020-02-02
2229,104.655266,KaggleRama,Kaggle Getting Started,2020-02-03
2230,104.52338,KaggleRama,Kaggle Getting Started,2020-02-04
2231,104.37566,KaggleRama,Kaggle Getting Started,2020-02-05
2232,104.21702,KaggleRama,Kaggle Getting Started,2020-02-06
2233,104.050964,KaggleRama,Kaggle Getting Started,2020-02-07
2234,103.87999,KaggleRama,Kaggle Getting Started,2020-02-08
2235,103.705795,KaggleRama,Kaggle Getting Started,2020-02-09
2236,103.52954,KaggleRama,Kaggle Getting Started,2020-02-10
2237,103.35202,KaggleRama,Kaggle Getting Started,2020-02-11
2238,103.173744,KaggleRama,Kaggle Getting Started,2020-02-12
2239,102.995056,KaggleRama,Kaggle Getting Started,2020-02-13
2240,102.8162,KaggleRama,Kaggle Getting Started,2020-02-14
2241,102.63731,KaggleRama,Kaggle Getting Started,2020-02-15
2242,102.4585,KaggleRama,Kaggle Getting Started,2020-02-16
2243,102.27987,KaggleRama,Kaggle Getting Started,2020-02-17
2244,102.101456,KaggleRama,Kaggle Getting Started,2020-02-18
2245,101.9233,KaggleRama,Kaggle Getting Started,2020-02-19
2246,101.74546,KaggleRama,Kaggle Getting Started,2020-02-20
2247,101.56796,KaggleRama,Kaggle Getting Started,2020-02-21
2248,101.39082,KaggleRama,Kaggle Getting Started,2020-02-22
2249,101.21409,KaggleRama,Kaggle Getting Started,2020-02-23
2250,101.03775,KaggleRama,Kaggle Getting Started,2020-02-24
2251,100.86184,KaggleRama,Kaggle Getting Started,2020-02-25
2252,100.68637,KaggleRama,Kaggle Getting Started,2020-02-26
2253,100.511345,KaggleRama,Kaggle Getting Started,2020-02-27
2254,100.336945,KaggleRama,Kaggle Getting Started,2020-02-28
2255,100.16296,KaggleRama,Kaggle Getting Started,2020-02-29
2256,99.98952,KaggleRama,Kaggle Getting Started,2020-03-01
2257,99.97695,KaggleRama,Kaggle Getting Started,2020-03-02
2258,99.94756,KaggleRama,Kaggle Getting Started,2020-03-03
2259,99.90498,KaggleRama,Kaggle Getting Started,2020-03-04
2260,99.855644,KaggleRama,Kaggle Getting Started,2020-03-05
2261,99.80295,KaggleRama,Kaggle Getting Started,2020-03-06
2262,99.7493,KaggleRama,Kaggle Getting Started,2020-03-07
2263,99.69628,KaggleRama,Kaggle Getting Started,2020-03-08
2264,99.6449,KaggleRama,Kaggle Getting Started,2020-03-09
2265,99.595695,KaggleRama,Kaggle Getting Started,2020-03-10
2266,99.54892,KaggleRama,Kaggle Getting Started,2020-03-11
2267,99.50465,KaggleRama,Kaggle Getting Started,2020-03-12
2268,99.46278,KaggleRama,Kaggle Getting Started,2020-03-13
2269,99.42319,KaggleRama,Kaggle Getting Started,2020-03-14
2270,99.38566,KaggleRama,Kaggle Getting Started,2020-03-15
2271,99.34999,KaggleRama,Kaggle Getting Started,2020-03-16
2272,99.31597,KaggleRama,Kaggle Getting Started,2020-03-17
2273,99.283394,KaggleRama,Kaggle Getting Started,2020-03-18
2274,99.252075,KaggleRama,Kaggle Getting Started,2020-03-19
2275,99.22185,KaggleRama,Kaggle Getting Started,2020-03-20
2276,99.19254,KaggleRama,Kaggle Getting Started,2020-03-21
2277,99.164055,KaggleRama,Kaggle Getting Started,2020-03-22
2278,99.13625,KaggleRama,Kaggle Getting Started,2020-03-23
2279,99.10905,KaggleRama,Kaggle Getting Started,2020-03-24
2280,99.08235,KaggleRama,Kaggle Getting Started,2020-03-25
2281,99.0561,KaggleRama,Kaggle Getting Started,2020-03-26
2282,99.03022,KaggleRama,Kaggle Getting Started,2020-03-27
2283,99.00469,KaggleRama,Kaggle Getting Started,2020-03-28
2284,98.97945,KaggleRama,Kaggle Getting Started,2020-03-29
2285,98.95449,KaggleRama,Kaggle Getting Started,2020-03-30
2286,98.92976,KaggleRama,Kaggle Getting Started,2020-03-31
2287,98.90611,KaggleRama,Kaggle Getting Started,2020-04-01
2288,99.02462,KaggleRama,Kaggle Getting Started,2020-04-02
2289,99.12959,KaggleRama,Kaggle Getting Started,2020-04-03
2290,99.221756,KaggleRama,Kaggle Getting Started,2020-04-04
2291,99.30595,KaggleRama,Kaggle Getting Started,2020-04-05
2292,99.385605,KaggleRama,Kaggle Getting Started,2020-04-06
2293,99.46315,KaggleRama,Kaggle Getting Started,2020-04-07
2294,99.54019,KaggleRama,Kaggle Getting Started,2020-04-08
2295,99.61776,KaggleRama,Kaggle Getting Started,2020-04-09
2296,99.69646,KaggleRama,Kaggle Getting Started,2020-04-10
2297,99.776596,KaggleRama,Kaggle Getting Started,2020-04-11
2298,99.85829,KaggleRama,Kaggle Getting Started,2020-04-12
2299,99.94151,KaggleRama,Kaggle Getting Started,2020-04-13
2300,100.02616,KaggleRama,Kaggle Getting Started,2020-04-14
2301,100.11209,KaggleRama,Kaggle Getting Started,2020-04-15
2302,100.19916,KaggleRama,Kaggle Getting Started,2020-04-16
2303,100.28718,KaggleRama,Kaggle Getting Started,2020-04-17
2304,100.37601,KaggleRama,Kaggle Getting Started,2020-04-18
2305,100.465485,KaggleRama,Kaggle Getting Started,2020-04-19
2306,100.55548,KaggleRama,Kaggle Getting Started,2020-04-20
2307,100.64588,KaggleRama,Kaggle Getting Started,2020-04-21
2308,100.73657,KaggleRama,Kaggle Getting Started,2020-04-22
2309,100.82747,KaggleRama,Kaggle Getting Started,2020-04-23
2310,100.91849,KaggleRama,Kaggle Getting Started,2020-04-24
2311,101.00958,KaggleRama,Kaggle Getting Started,2020-04-25
2312,101.10068,KaggleRama,Kaggle Getting Started,2020-04-26
2313,101.19173,KaggleRama,Kaggle Getting Started,2020-04-27
2314,101.28272,KaggleRama,Kaggle Getting Started,2020-04-28
2315,101.37361,KaggleRama,Kaggle Getting Started,2020-04-29
2316,101.464386,KaggleRama,Kaggle Getting Started,2020-04-30
2317,101.55492,KaggleRama,Kaggle Getting Started,2020-05-01
2318,101.781586,KaggleRama,Kaggle Getting Started,2020-05-02
2319,101.99457,KaggleRama,Kaggle Getting Started,2020-05-03
2320,102.19294,KaggleRama,Kaggle Getting Started,2020-05-04
2321,102.381775,KaggleRama,Kaggle Getting Started,2020-05-05
2322,102.56469,KaggleRama,Kaggle Getting Started,2020-05-06
2323,102.744255,KaggleRama,Kaggle Getting Started,2020-05-07
2324,102.92224,KaggleRama,Kaggle Getting Started,2020-05-08
2325,103.09982,KaggleRama,Kaggle Getting Started,2020-05-09
2326,103.2777,KaggleRama,Kaggle Getting Started,2020-05-10
2327,103.45633,KaggleRama,Kaggle Getting Started,2020-05-11
2328,103.635895,KaggleRama,Kaggle Getting Started,2020-05-12
2329,103.81649,KaggleRama,Kaggle Getting Started,2020-05-13
2330,103.99811,KaggleRama,Kaggle Getting Started,2020-05-14
2331,104.18068,KaggleRama,Kaggle Getting Started,2020-05-15
2332,104.36413,KaggleRama,Kaggle Getting Started,2020-05-16
2333,104.54835,KaggleRama,Kaggle Getting Started,2020-05-17
2334,104.73323,KaggleRama,Kaggle Getting Started,2020-05-18
2335,104.918686,KaggleRama,Kaggle Getting Started,2020-05-19
2336,105.104614,KaggleRama,Kaggle Getting Started,2020-05-20
2337,105.29094,KaggleRama,Kaggle Getting Started,2020-05-21
2338,105.47758,KaggleRama,Kaggle Getting Started,2020-05-22
2339,105.66448,KaggleRama,Kaggle Getting Started,2020-05-23
2340,105.85158,KaggleRama,Kaggle Getting Started,2020-05-24
2341,106.03883,KaggleRama,Kaggle Getting Started,2020-05-25
2342,106.22621,KaggleRama,Kaggle Getting Started,2020-05-26
2343,106.41367,KaggleRama,Kaggle Getting Started,2020-05-27
2344,106.6012,KaggleRama,Kaggle Getting Started,2020-05-28
2345,106.78878,KaggleRama,Kaggle Getting Started,2020-05-29
2346,106.97634,KaggleRama,Kaggle Getting Started,2020-05-30
2347,107.1641,KaggleRama,Kaggle Getting Started,2020-05-31
2348,107.351906,KaggleRama,Kaggle Getting Started,2020-06-01
2349,107.67034,KaggleRama,Kaggle Getting Started,2020-06-02
2350,107.976234,KaggleRama,Kaggle Getting Started,2020-06-03
2351,108.26473,KaggleRama,Kaggle Getting Started,2020-06-04
2352,108.5412,KaggleRama,Kaggle Getting Started,2020-06-05
2353,108.807816,KaggleRama,Kaggle Getting Started,2020-06-06
2354,109.06839,KaggleRama,Kaggle Getting Started,2020-06-07
2355,109.32452,KaggleRama,Kaggle Getting Started,2020-06-08
2356,109.577866,KaggleRama,Kaggle Getting Started,2020-06-09
2357,109.82937,KaggleRama,Kaggle Getting Started,2020-06-10
2358,110.07972,KaggleRama,Kaggle Getting Started,2020-06-11
2359,110.32927,KaggleRama,Kaggle Getting Started,2020-06-12
2360,110.578316,KaggleRama,Kaggle Getting Started,2020-06-13
2361,110.827,KaggleRama,Kaggle Getting Started,2020-06-14
2362,111.07524,KaggleRama,Kaggle Getting Started,2020-06-15
2363,111.32329,KaggleRama,Kaggle Getting Started,2020-06-16
2364,111.57089,KaggleRama,Kaggle Getting Started,2020-06-17
2365,111.81793,KaggleRama,Kaggle Getting Started,2020-06-18
2366,112.064766,KaggleRama,Kaggle Getting Started,2020-06-19
2367,112.31096,KaggleRama,Kaggle Getting Started,2020-06-20
2368,112.5564,KaggleRama,Kaggle Getting Started,2020-06-21
2369,112.801285,KaggleRama,Kaggle Getting Started,2020-06-22
2370,113.04565,KaggleRama,Kaggle Getting Started,2020-06-23
2371,113.28914,KaggleRama,Kaggle Getting Started,2020-06-24
2372,113.5317,KaggleRama,Kaggle Getting Started,2020-06-25
2373,113.77352,KaggleRama,Kaggle Getting Started,2020-06-26
2374,114.01478,KaggleRama,Kaggle Getting Started,2020-06-27
2375,114.25511,KaggleRama,Kaggle Getting Started,2020-06-28
2376,114.49447,KaggleRama,Kaggle Getting Started,2020-06-29
2377,114.73272,KaggleRama,Kaggle Getting Started,2020-06-30
2378,114.97021,KaggleRama,Kaggle Getting Started,2020-07-01
2379,115.294624,KaggleRama,Kaggle Getting Started,2020-07-02
2380,115.61532,KaggleRama,Kaggle Getting Started,2020-07-03
2381,115.91925,KaggleRama,Kaggle Getting Started,2020-07-04
2382,116.210335,KaggleRama,Kaggle Getting Started,2020-07-05
2383,116.491776,KaggleRama,Kaggle Getting Started,2020-07-06
2384,116.76621,KaggleRama,Kaggle Getting Started,2020-07-07
2385,117.03597,KaggleRama,Kaggle Getting Started,2020-07-08
2386,117.30235,KaggleRama,Kaggle Getting Started,2020-07-09
2387,117.56627,KaggleRama,Kaggle Getting Started,2020-07-10
2388,117.82845,KaggleRama,Kaggle Getting Started,2020-07-11
2389,118.08942,KaggleRama,Kaggle Getting Started,2020-07-12
2390,118.3477,KaggleRama,Kaggle Getting Started,2020-07-13
2391,118.60132,KaggleRama,Kaggle Getting Started,2020-07-14
2392,118.850235,KaggleRama,Kaggle Getting Started,2020-07-15
2393,119.09718,KaggleRama,Kaggle Getting Started,2020-07-16
2394,119.34343,KaggleRama,Kaggle Getting Started,2020-07-17
2395,119.58866,KaggleRama,Kaggle Getting Started,2020-07-18
2396,119.83266,KaggleRama,Kaggle Getting Started,2020-07-19
2397,120.07524,KaggleRama,Kaggle Getting Started,2020-07-20
2398,120.31632,KaggleRama,Kaggle Getting Started,2020-07-21
2399,120.555824,KaggleRama,Kaggle Getting Started,2020-07-22
2400,120.794304,KaggleRama,Kaggle Getting Started,2020-07-23
2401,121.031166,KaggleRama,Kaggle Getting Started,2020-07-24
2402,121.2664,KaggleRama,Kaggle Getting Started,2020-07-25
2403,121.499985,KaggleRama,Kaggle Getting Started,2020-07-26
2404,121.73193,KaggleRama,Kaggle Getting Started,2020-07-27
2405,121.96227,KaggleRama,Kaggle Getting Started,2020-07-28
2406,122.19101,KaggleRama,Kaggle Getting Started,2020-07-29
2407,122.41787,KaggleRama,Kaggle Getting Started,2020-07-30
2408,122.64247,KaggleRama,Kaggle Getting Started,2020-07-31
2409,122.86565,KaggleRama,Kaggle Getting Started,2020-08-01
2410,123.1513,KaggleRama,Kaggle Getting Started,2020-08-02
2411,123.43376,KaggleRama,Kaggle Getting Started,2020-08-03
2412,123.693985,KaggleRama,Kaggle Getting Started,2020-08-04
2413,123.93593,KaggleRama,Kaggle Getting Started,2020-08-05
2414,124.163246,KaggleRama,Kaggle Getting Started,2020-08-06
2415,124.379036,KaggleRama,Kaggle Getting Started,2020-08-07
2416,124.58569,KaggleRama,Kaggle Getting Started,2020-08-08
2417,124.78513,KaggleRama,Kaggle Getting Started,2020-08-09
2418,124.9788,KaggleRama,Kaggle Getting Started,2020-08-10
2419,125.16777,KaggleRama,Kaggle Getting Started,2020-08-11
2420,125.35291,KaggleRama,Kaggle Getting Started,2020-08-12
2421,125.53483,KaggleRama,Kaggle Getting Started,2020-08-13
2422,125.71401,KaggleRama,Kaggle Getting Started,2020-08-14
2423,125.890854,KaggleRama,Kaggle Getting Started,2020-08-15
2424,126.065575,KaggleRama,Kaggle Getting Started,2020-08-16
2425,126.2383,KaggleRama,Kaggle Getting Started,2020-08-17
2426,126.406685,KaggleRama,Kaggle Getting Started,2020-08-18
2427,126.56899,KaggleRama,Kaggle Getting Started,2020-08-19
2428,126.73008,KaggleRama,Kaggle Getting Started,2020-08-20
2429,126.88982,KaggleRama,Kaggle Getting Started,2020-08-21
2430,127.048096,KaggleRama,Kaggle Getting Started,2020-08-22
2431,127.20468,KaggleRama,Kaggle Getting Started,2020-08-23
2432,127.35953,KaggleRama,Kaggle Getting Started,2020-08-24
2433,127.51263,KaggleRama,Kaggle Getting Started,2020-08-25
2434,127.66398,KaggleRama,Kaggle Getting Started,2020-08-26
2435,127.813644,KaggleRama,Kaggle Getting Started,2020-08-27
2436,127.96169,KaggleRama,Kaggle Getting Started,2020-08-28
2437,128.10822,KaggleRama,Kaggle Getting Started,2020-08-29
2438,128.25179,KaggleRama,Kaggle Getting Started,2020-08-30
2439,128.3938,KaggleRama,Kaggle Getting Started,2020-08-31
2440,128.53484,KaggleRama,Kaggle Getting Started,2020-09-01
2441,128.70195,KaggleRama,Kaggle Getting Started,2020-09-02
2442,128.8715,KaggleRama,Kaggle Getting Started,2020-09-03
2443,129.01486,KaggleRama,Kaggle Getting Started,2020-09-04
2444,129.1359,KaggleRama,Kaggle Getting Started,2020-09-05
2445,129.23882,KaggleRama,Kaggle Getting Started,2020-09-06
2446,129.32729,KaggleRama,Kaggle Getting Started,2020-09-07
2447,129.40428,KaggleRama,Kaggle Getting Started,2020-09-08
2448,129.4722,KaggleRama,Kaggle Getting Started,2020-09-09
2449,129.53294,KaggleRama,Kaggle Getting Started,2020-09-10
2450,129.5881,KaggleRama,Kaggle Getting Started,2020-09-11
2451,129.63887,KaggleRama,Kaggle Getting Started,2020-09-12
2452,129.68626,KaggleRama,Kaggle Getting Started,2020-09-13
2453,129.7311,KaggleRama,Kaggle Getting Started,2020-09-14
2454,129.77394,KaggleRama,Kaggle Getting Started,2020-09-15
2455,129.81534,KaggleRama,Kaggle Getting Started,2020-09-16
2456,129.8556,KaggleRama,Kaggle Getting Started,2020-09-17
2457,129.89507,KaggleRama,Kaggle Getting Started,2020-09-18
2458,129.9339,KaggleRama,Kaggle Getting Started,2020-09-19
2459,129.97177,KaggleRama,Kaggle Getting Started,2020-09-20
2460,130.00623,KaggleRama,Kaggle Getting Started,2020-09-21
2461,130.04097,KaggleRama,Kaggle Getting Started,2020-09-22
2462,130.07588,KaggleRama,Kaggle Getting Started,2020-09-23
2463,130.11082,KaggleRama,Kaggle Getting Started,2020-09-24
2464,130.1458,KaggleRama,Kaggle Getting Started,2020-09-25
2465,130.18071,KaggleRama,Kaggle Getting Started,2020-09-26
2466,130.21556,KaggleRama,Kaggle Getting Started,2020-09-27
2467,130.25041,KaggleRama,Kaggle Getting Started,2020-09-28
2468,130.28525,KaggleRama,Kaggle Getting Started,2020-09-29
2469,130.31866,KaggleRama,Kaggle Getting Started,2020-09-30
2470,130.35179,KaggleRama,Kaggle Getting Started,2020-10-01
2471,130.37769,KaggleRama,Kaggle Getting Started,2020-10-02
2472,130.41393,KaggleRama,Kaggle Getting Started,2020-10-03
2473,130.42337,KaggleRama,Kaggle Getting Started,2020-10-04
2474,130.40929,KaggleRama,Kaggle Getting Started,2020-10-05
2475,130.37625,KaggleRama,Kaggle Getting Started,2020-10-06
2476,130.32832,KaggleRama,Kaggle Getting Started,2020-10-07
2477,130.2688,KaggleRama,Kaggle Getting Started,2020-10-08
2478,130.2003,KaggleRama,Kaggle Getting Started,2020-10-09
2479,130.12503,KaggleRama,Kaggle Getting Started,2020-10-10
2480,130.04475,KaggleRama,Kaggle Getting Started,2020-10-11
2481,129.96089,KaggleRama,Kaggle Getting Started,2020-10-12
2482,129.87465,KaggleRama,Kaggle Getting Started,2020-10-13
2483,129.78693,KaggleRama,Kaggle Getting Started,2020-10-14
2484,129.69849,KaggleRama,Kaggle Getting Started,2020-10-15
2485,129.60992,KaggleRama,Kaggle Getting Started,2020-10-16
2486,129.52167,KaggleRama,Kaggle Getting Started,2020-10-17
2487,129.43404,KaggleRama,Kaggle Getting Started,2020-10-18
2488,129.34732,KaggleRama,Kaggle Getting Started,2020-10-19
2489,129.26161,KaggleRama,Kaggle Getting Started,2020-10-20
2490,129.17705,KaggleRama,Kaggle Getting Started,2020-10-21
2491,129.09225,KaggleRama,Kaggle Getting Started,2020-10-22
2492,129.0084,KaggleRama,Kaggle Getting Started,2020-10-23
2493,128.92618,KaggleRama,Kaggle Getting Started,2020-10-24
2494,128.84537,KaggleRama,Kaggle Getting Started,2020-10-25
2495,128.76588,KaggleRama,Kaggle Getting Started,2020-10-26
2496,128.68765,KaggleRama,Kaggle Getting Started,2020-10-27
2497,128.61061,KaggleRama,Kaggle Getting Started,2020-10-28
2498,128.53474,KaggleRama,Kaggle Getting Started,2020-10-29
2499,128.45885,KaggleRama,Kaggle Getting Started,2020-10-30
2500,128.38385,KaggleRama,Kaggle Getting Started,2020-10-31
2501,128.30988,KaggleRama,Kaggle Getting Started,2020-11-01
2502,128.20538,KaggleRama,Kaggle Getting Started,2020-11-02
2503,128.11736,KaggleRama,Kaggle Getting Started,2020-11-03
2504,128.0033,KaggleRama,Kaggle Getting Started,2020-11-04
2505,127.866005,KaggleRama,Kaggle Getting Started,2020-11-05
2506,127.71029,KaggleRama,Kaggle Getting Started,2020-11-06
2507,127.54032,KaggleRama,Kaggle Getting Started,2020-11-07
2508,127.35947,KaggleRama,Kaggle Getting Started,2020-11-08
2509,127.170494,KaggleRama,Kaggle Getting Started,2020-11-09
2510,126.97565,KaggleRama,Kaggle Getting Started,2020-11-10
2511,126.776726,KaggleRama,Kaggle Getting Started,2020-11-11
2512,126.57526,KaggleRama,Kaggle Getting Started,2020-11-12
2513,126.372444,KaggleRama,Kaggle Getting Started,2020-11-13
2514,126.16929,KaggleRama,Kaggle Getting Started,2020-11-14
2515,125.966576,KaggleRama,Kaggle Getting Started,2020-11-15
2516,125.76495,KaggleRama,Kaggle Getting Started,2020-11-16
2517,125.56489,KaggleRama,Kaggle Getting Started,2020-11-17
2518,125.366776,KaggleRama,Kaggle Getting Started,2020-11-18
2519,125.17087,KaggleRama,Kaggle Getting Started,2020-11-19
2520,124.97736,KaggleRama,Kaggle Getting Started,2020-11-20
2521,124.78639,KaggleRama,Kaggle Getting Started,2020-11-21
2522,124.598045,KaggleRama,Kaggle Getting Started,2020-11-22
2523,124.41199,KaggleRama,Kaggle Getting Started,2020-11-23
2524,124.22814,KaggleRama,Kaggle Getting Started,2020-11-24
2525,124.047295,KaggleRama,Kaggle Getting Started,2020-11-25
2526,123.86937,KaggleRama,Kaggle Getting Started,2020-11-26
2527,123.69426,KaggleRama,Kaggle Getting Started,2020-11-27
2528,123.52195,KaggleRama,Kaggle Getting Started,2020-11-28
2529,123.35213,KaggleRama,Kaggle Getting Started,2020-11-29
2530,123.185036,KaggleRama,Kaggle Getting Started,2020-11-30
2531,123.019745,KaggleRama,Kaggle Getting Started,2020-12-01
2532,122.814186,KaggleRama,Kaggle Getting Started,2020-12-02
2533,122.62919,KaggleRama,Kaggle Getting Started,2020-12-03
2534,122.42093,KaggleRama,Kaggle Getting Started,2020-12-04
2535,122.19176,KaggleRama,Kaggle Getting Started,2020-12-05
2536,121.94659,KaggleRama,Kaggle Getting Started,2020-12-06
2537,121.689575,KaggleRama,Kaggle Getting Started,2020-12-07
2538,121.42404,KaggleRama,Kaggle Getting Started,2020-12-08
2539,121.15268,KaggleRama,Kaggle Getting Started,2020-12-09
2540,120.877686,KaggleRama,Kaggle Getting Started,2020-12-10
2541,120.60083,KaggleRama,Kaggle Getting Started,2020-12-11
2542,120.323586,KaggleRama,Kaggle Getting Started,2020-12-12
2543,120.0471,KaggleRama,Kaggle Getting Started,2020-12-13
2544,119.77237,KaggleRama,Kaggle Getting Started,2020-12-14
2545,119.50017,KaggleRama,Kaggle Getting Started,2020-12-15
2546,119.23121,KaggleRama,Kaggle Getting Started,2020-12-16
2547,118.96591,KaggleRama,Kaggle Getting Started,2020-12-17
2548,118.70467,KaggleRama,Kaggle Getting Started,2020-12-18
2549,118.44776,KaggleRama,Kaggle Getting Started,2020-12-19
2550,118.19541,KaggleRama,Kaggle Getting Started,2020-12-20
2551,117.94776,KaggleRama,Kaggle Getting Started,2020-12-21
2552,117.704926,KaggleRama,Kaggle Getting Started,2020-12-22
2553,117.466995,KaggleRama,Kaggle Getting Started,2020-12-23
2554,117.234,KaggleRama,Kaggle Getting Started,2020-12-24
2555,117.00576,KaggleRama,Kaggle Getting Started,2020-12-25
2556,116.78246,KaggleRama,Kaggle Getting Started,2020-12-26
2557,116.56432,KaggleRama,Kaggle Getting Started,2020-12-27
2558,116.35127,KaggleRama,Kaggle Getting Started,2020-12-28
2559,116.142784,KaggleRama,Kaggle Getting Started,2020-12-29
2560,115.939476,KaggleRama,Kaggle Getting Started,2020-12-30
2561,115.74113,KaggleRama,Kaggle Getting Started,2020-12-31
2562,91.87894,KaggleRama,Kaggle Recipe Book,2020-01-01
2563,91.66916,KaggleRama,Kaggle Recipe Book,2020-01-02
2564,91.775116,KaggleRama,Kaggle Recipe Book,2020-01-03
2565,91.86037,KaggleRama,Kaggle Recipe Book,2020-01-04
2566,91.93315,KaggleRama,Kaggle Recipe Book,2020-01-05
2567,91.9795,KaggleRama,Kaggle Recipe Book,2020-01-06
2568,91.99083,KaggleRama,Kaggle Recipe Book,2020-01-07
